Chromatogram	Year	Growth	Variety	2-Methylcitrate	2-Phospho-D-glycerate	4-Aminobutanoate	Adenosine	Citrate	D-Gluconic acid	D-Glucono-1,5-lactone	Ethanolamine	Fructose	Fumarate	Glucose	Glycine	Inositol 1-phosphate	L-Alanine	L-Arginine	L-Asparagine	L-Aspartate	L-Citrulline	L-Isoleucine	L-Leucine	L-Methionine	L-Phenylalanine	L-Proline	L-Serine	L-Threonine	L-Tryptophan	L-Valine	Lysine	Malate	Pantothenate	Ribitol	Succinate	Sucrose	alpha,alpha-Trehalose	beta-Alanine	myo-Inositol	trans-4-Hydroxy-L-proline
2007_CCP2_D_204_3	y2007	organic	CCP	0.013055000505582645	0.0529517620490782839	0.026421609255344582	0.14531140692967314	0.717481098305261401	0.123518738141611939	0.828480109658514235	0.123330042038192257	1.56855349812953914	0.736780901139888267	0.489679372050916423	0.336030020969770275	0.217484377289568623	0.232657967624188032	0.120439875573429324	0.0635649657301337554	3.29931899565888895	0.138006270991963273	0.110450061496423647	0.133801637083837361	0.0328059428315046409	0.0734429470706173088	0.495075388145954494	0.20126049405637379	0.0475734037545437057	2.44576948340907705	0.188128110836819955	0.325635289291022729	2.08670122625298446	0.0296476201610563067	5.91715976331360947	0.0696181289890077114	198.846706658221746	7.26553935877493028	0.0253375587969830676	0.876315956800933388	0.740664405440818297
2007_CCP2_D_204_4	y2007	organic	CCP	0.0122251576323914498	0.0561042235146382471	0.0262002517813185994	0.163505560634376887	0.569009060697820307	0.126691832498171328	0.806541992375309844	0.110115347572894786	1.45832686912005529	0.732112408200744505	0.43672125016152128	0.300965036454743635	0.226497971320236331	0.212013701866437205	0.11742908507704197	0.0499863407890167724	3.18821902795094251	0.131728955279805862	0.0974176116106690335	0.125760466003009672	0.0177620854789124689	0.0724422093127369089	0.383910047212350192	0.17944981955610406	0.0437993304438796927	2.64848542571949051	0.178373833130600294	0.275645410435080351	1.86028735768709788	0.0267785547057061802	6.32911392405063291	0.0709567610795652631	207.24806976618758	8.5509150410089101	0.0227776390288822878	0.848790813297062028	0.723217928890743038
2007_CCP2_D_244_4	y2007	organic	CCP	0.0115979460018748613	0.0506424275860200192	0.0483765796507758384	0.221645680765573313	0.322636411446019155	0.0928765258790089085	0.655463328734136497	0.174071588925196455	2.8868754589957938	1.10047223204953072	0.588641149177185355	0.390197170281862391	0.175232835992009098	0.249400139272376793	0.111611892876902939	0.0472211424504638218	2.4338307840767211	0.057808171681229741	0.112902409473354513	0.184540242126012118	0.0227724979825165953	0.0721273139053353541	0.226823724284256329	0.139716395840369142	0.0484426668822204603	2.75202337388307386	0.194279757080999204	0.303311342998311574	1.74559617711249048	0.0341416804909293038	6.21118012422360248	0.122206184440794641	185.394800138689647	8.1352219935029483	0.0334829868764208192	0.532899837503553351	0.365022292501336901
2007_CCP2_D_322_3	y2007	organic	CCP	0.0166379296920349044	0.0485118991061114376	0.0373050654733959286	0.224272319626012681	0.681346759628036534	0.181149779049466023	0.819883134585241986	0.156835519712194297	1.57182248102758746	0.533560918426166605	0.435740117531791248	0.437211979242843732	0.17592123276689697	0.280118055118492181	0.164184393885018066	0.104450009572533139	5.30571038206450648	0.062218381120086848	0.12552285869459712	0.1671769133897038	0.0558807213630091041	0.0941466707015646093	0.482083199558668342	0.255139371134759106	0.0569747970510620873	5.74090085315666158	0.238389118384708103	0.33356940673490173	2.96486716364889585	0.0341934712514690851	6.62251655629139073	0.0930056402925376831	242.566357057691406	9.1220845314277943	0.0377835125975683272	0.996613338884735776	0.73320011626332634
2007_CCP2_D_322_4	y2007	organic	CCP	0.0130752609771707509	0.0392415059485603175	0.0432620561079399292	0.191580071125366671	0.662908778475018036	0.1468267742005125	0.718962382452505856	0.133865941847413777	1.42299121801294912	0.616197965927679787	0.385688053991683329	0.374342848990367983	0.186066358446989165	0.237302954101518177	0.124439469026530615	0.0571157811291793144	4.27458607232424882	0.138410941975441064	0.0973188369203235105	0.129112349693215496	0.0159938023416704377	0.0759259252245370173	0.310261946009085352	0.196498405558190788	0.049939796148442505	4.44315708030147735	0.183977118881680189	0.313861468711955671	2.30876922093936177	0.0294738436577341477	6.21118012422360248	0.0805149498002988858	165.045418743922381	7.51622600335144005	0.0288634411958903846	0.845580537541329994	0.607434480325656694
2007_Caphorn_D145_3	y2007	organic	Caphorn	0.012537890985274852	0.0460151633102432627	0.030743413794546736	0.162945259990242011	0.824170099523665532	0.176910078813968872	0.87393776917320171	0.152251027376273342	1.36002472115056461	1.46666210484355673	0.368647410671453196	0.429816257894515992	0.189140130037141133	0.336312404946098399	0.20086073663440244	0.135212398347583278	6.56075223560086183	0.0716276729601294837	0.123598992420418873	0.164944407621778836	0.011639723208787293	0.102649953362698567	0.812695764736086298	0.291621797663223617	0.066563889955754867	5.59297114469060233	0.2750996151060139	0.384008011192995804	2.26227988534999397	0.030499797857322019	6.06060606060606061	0.0736623127054146072	202.640710805825494	7.16752468791292441	0.0361920568622872583	1.07709293816780879	0.757982136242101829
2007_Caphorn_D145_4	y2007	organic	Caphorn	0.0142813861484220786	0.0467227003273532253	0.0397075736164339403	0.160400875105451075	0.784962531583551473	0.164922694324766209	1.00450087337698289	0.160676320225838226	1.49140632819518349	1.66299119047847257	0.41810052226940476	0.433277748622450471	0.160895703826395802	0.333651851434695667	0.233947010474119624	0.148159155783073416	7.17113962798542216	0.0909106190795549092	0.126598638929840733	0.167409137140472861	0.018481995741366734	0.0999559736871595519	0.718157793974389433	0.326548628049758477	0.0707381968984290226	4.44572829138563005	0.286567611510074156	0.439554350618063812	2.44930034265058345	0.0305538143352812909	6.45161290322580645	0.084412345258084827	211.047743383244018	8.26542531359477011	0.037630437101115672	1.04083159850817207	0.746553525824394446
2007_Caphorn_D193_3	y2007	organic	Caphorn	0.0137498048486989102	0.0531992819466924922	0.0375932518533684799	0.181958411516035919	0.671986611609870474	0.225560783160810246	0.822871933374739124	0.193382608138943606	1.03068107196124445	1.18133774442837703	0.368262113719506718	0.552775100769219773	0.2055531745835294	0.43507127604896784	0.218237645430259132	0.13241783634327041	6.87514156798213593	0.112771805306359401	0.188442638471305035	0.279739536369014699	0.0311265154563406487	0.122677821473923549	0.890567071981658793	0.466179664926767521	0.104778938200241992	7.30497489885306367	0.370940713211622057	0.484256951894510184	2.21993027289737945	0.0392586710080886546	5.98802395209580838	0.0513395585904191331	244.214208481000538	9.21953433531434968	0.0518741336523027714	1.4420205225681371	0.878046058351947615
2007_Caphorn_D193_4	y2007	organic	Caphorn	0.01616478429857832	0.0561335927196807935	0.0320951117823113791	0.209161819052035569	0.731922074432494414	0.234178071743167071	0.754983362521817408	0.182696275901730954	1.0347149461251295	1.22408339985278404	0.384131150913897092	0.524234149332547819	0.225521984029651606	0.428803278821938632	0.198801722364453375	0.1549970846713393	6.61062162336525435	0.0789638974284525303	0.181267536595464031	0.27514896595808966	0.028943549066218539	0.133010535043152668	0.874692670388940109	0.435178478015724892	0.102500467110338386	7.64844587208923297	0.359997150533442571	0.471185255718800291	2.13470903746605197	0.0380572617479690132	5.7471264367816092	0.0470936905166779014	259.03830181815193	9.01748813150368515	0.0519113438824612621	1.40424291090846084	0.87671276188376119
2007_Caphorn_D264_3	y2007	organic	Caphorn	0.0148329801566766759	0.0430397794559871551	0.031531498228017193	0.175829013834171827	0.704777672474854813	0.173495026063737221	0.734664237391402405	0.145906723475811403	1.04634169984299401	1.25090557966327224	0.33383795400809153	0.384823518291275268	0.158628330021349685	0.310517725296742531	0.172685844806676568	0.116777314641684527	6.17866670889890228	0.104168689805879328	0.117208252783551818	0.159970713497466862	0.0175342701257494646	0.0980786183968480572	0.489488791738352966	0.29094732827167295	0.0630672388522496597	5.01150223469694314	0.230638540095396611	0.327711040737190776	2.25525224593929311	0.0360880550472326334	5.81395348837209302	0.0814714234861415929	174.162871221033993	7.67705336491621963	0.0343357221263132049	0.822108508180626912	0.606531814353520434
2007_Caphorn_D264_4	y2007	organic	Caphorn	0.0142996762021324277	0.0416278563652004306	0.0419674861701410613	0.207486678514756737	0.781102854851503472	0.196452636898181698	0.767651420152390251	0.164606690121670771	1.19229434951205645	1.29352426161100768	0.369053598581275626	0.416522278382389174	0.160996189672512139	0.41308290185036601	0.184915219642188695	0.0842753161532219278	6.70889841513072439	0.257382509507730517	0.138583716581093601	0.187200521244879611	0.0223284581501823481	0.104645488364335243	0.51204179250660981	0.33056951943644015	0.0682089461584656025	5.67955520919291963	0.269258842560664976	0.397509911383039206	2.61251718855256679	0.0442406496368460115	6.25	0.0870175828753844695	196.770276446761088	8.57734596372230077	0.0351413316953672495	0.848213656707238823	0.722529208639230227
2007_Caphorn_D300_3	y2007	organic	Caphorn	0.015556240929889789	0.0425360544746907834	0.0742106157833203821	0.216175594742366791	0.689331171647993052	0.364387961779234018	0.831936184642291445	0.180261647978063506	1.19072996401596937	1.06715742888725109	0.46693291924831917	0.606629150934149808	0.175798882311010401	0.564132611370497262	0.207337695115733132	0.106728968287521581	7.19858913467082315	0.136734226211474647	0.207210010879385088	0.317332960573496989	0.0324877082874776679	0.14748792700116622	0.836304329569987685	0.523470692676477136	0.0968884113944074924	11.6068373961281748	0.35100396572077274	0.449077824446327335	2.06130447381285342	0.0353325130733120865	6.0975609756097561	0.0496487384615733984	212.394775259540226	8.55030123340305728	0.053727107374989235	1.2059733113645768	0.716065562650087175
2007_DJ9714_D139_3	y2007	organic	DJ	0.0157577968073984182	0.0468611301157860642	0.0405423218684267293	0.254115808646621625	1.04113583228725563	0.204186358989184994	0.889287494713811915	0.145785222621221926	1.56379032388298792	1.95965474906148416	0.533647333890278626	0.498572712805422195	0.19809665718599255	0.295046758065039184	0.184344362346874509	0.126323319477973418	6.29298552217953884	0.104222425201341238	0.125258204275506998	0.173199220066520958	0.0801721567529222888	0.090960510057904192	0.694792863485251256	0.248826010001645102	0.0772515419388864797	3.61874974315789031	0.252754627523469625	0.458641560276592529	3.38256266258187601	0.0319472196521599617	5.55555555555555556	0.124515413611968783	219.024693538948818	9.05004163960387824	0.0597626457238431011	1.54693294743667964	0.910452597482822597
2007_DJ9714_D139_4	y2007	organic	DJ	0.0203542155976958821	0.0551083297827240434	0.0537632331478835877	0.267224736114811232	0.971111519562999114	0.215846107888479289	0.879038850728306425	0.157943041453819585	1.69087873905247519	2.07295094098880419	0.515048421396451663	0.553335847950154501	0.245913123226992911	0.313926423556062295	0.216354857465281752	0.144412080371624957	7.01138265975775373	0.0884305805581659046	0.135241890412388547	0.193405257171285784	0.0963822263979228715	0.0994207565242663678	0.831667154484993548	0.273193443712205853	0.0820293088447212691	4.40752233094895753	0.277271482125260539	0.495413735150306685	3.83303358982088565	0.0371552259564095033	6.32911392405063291	0.123642230760268494	250.43688129215932	9.33618665039688342	0.0649595331105753983	1.61775847333763333	1.07481093621363495
2007_DJ9714_D200_3	y2007	organic	DJ	0.0149855862066693696	0.0493213225714911853	0.0424821079795386587	0.338044871479418497	0.837152685304310482	0.218947645705652552	1.09126018051669436	0.164325717212600786	1.77802212262855257	2.12515105856043751	0.630668100002367113	0.465965654786994393	0.207361526209359894	0.31165178965857708	0.236691501618857183	0.132772023048792391	6.50567229696197819	0.146906091710195488	0.116155379582093791	0.173702315416562348	0.0819523729781083618	0.0893485903226255264	0.837097216150528111	0.361354462662322063	0.0752330113791498861	2.58715000850492356	0.235989222511148241	0.419309162811797929	2.84332835212518261	0.0303901626285162884	5.91715976331360947	0.139369880787084722	209.920081208742937	9.13340822683827282	0.0544736805760976918	1.17157588328468837	0.860304453537761827
